,Source,Target
2199,The rumor isn't true.,গুজবটা সত্যি নয়।
2200,The students laughed.,ছত্রছাত্রিরা হাসলো।
2201,There's no more salt.,আর নুন নেই।
2202,There's no more time.,আর সময় নেই।
2203,This handbag is mine.,এই হাত ব্যাগটি আমার।
2204,This is Tom's sister.,এই হচ্ছে টমের বোন।
2205,This is Tom's sister.,এই হচ্ছে টমের দিদি।
2206,This will cost €30.,এটার দাম পড়বে €৩০।
2207,Tom and I were alone.,আমি আর টম একলা ছিলাম।
2208,Tom caught the thief.,টম চোরটাকে ধরে ফেললো।
2209,Tom changed his name.,টম তার নাম পল্টালো।
2210,Tom dances very well.,টম বেশ ভালো নাচে।
2211,Tom did that himself.,টম ওটা নিজেই করলো।
2212,Tom has been injured.,টম আহত হয়েছে।
2213,Tom has been wounded.,টম আহত হয়েছে।
2214,Tom has been wounded.,টম ঘায়েল হয়েছে।
2215,Tom is going to sing.,টম গান গাইতে চলেছে।
2216,Tom is in heaven now.,টম এখন স্বর্গে।
2217,Tom is in his office.,টম ওর অফিসে রয়েছে।
2218,Tom is now in prison.,টম এখন গারদে।
2219,Tom never comes here.,টম কখনো এখানে আসে না।
2220,Tom resumed speaking.,টম কথা বলতে শুরু করলো
2221,Tom started coughing.,টম কাশতে শুরু করলো।
2222,Tom stopped speaking.,টম কথা বলা থামালো।
2223,We all work together.,আমরা সবাই একসাথে কাজ করি।
2224,We can still do that.,আমরা এখনও সেটা করতে পারি।
2225,We're both named Tom.,আমাদের দুজনের নামই টম।
2226,What is today's date?,আজকের তারিখ কত?
2227,Where are the photos?,ছবিগুলো কোথায়?
2228,Where's the hospital?,হাসপাতালটা কোথায়?
2229,Which floor is it on?,সেটা কোন তলায়?
2230,Who would believe me?,তুমি কাকে বিশ্বাস করবে?
2231,Who would believe me?,আপনি কাকে বিশ্বাস করবেন?
2232,Who wrote the letter?,চিঠিটা কে লিখেছিল?
2233,Why are you shouting?,আপনি চিৎকার করছেন কেন?
2234,Why are you shouting?,তুমি চিৎকার করছো কেন?
2235,Why are you shouting?,তুমি চেঁচাচ্ছো কেন?
2236,Why are you shouting?,আপনারা চিৎকার করছেন কেন?
2237,Why are you shouting?,তোমরা চেঁচাচ্ছো কেন?
2238,Why are you shouting?,তোমরা চিৎকার করছো কেন?
2239,Why don't we go home?,তাহলে বাড়ি যাওয়া যাক?
2240,You don't understand.,আপনি বোঝেন না।
2241,You don't understand.,তুমি বোঝ না।
2242,You don't understand.,তোমরা বোঝ না।
2243,You don't understand.,আপনারা বোঝেন না।
2244,You should apologize.,আপনার ক্ষমা চাওয়া উচিৎ।
2245,Your answer is right.,তোমার উত্তর সঠিক।
2246,Your answer is right.,আপনার উত্তর সঠিক।
2247,Your answer is wrong.,তোমার উত্তর ভুল।
2248,Your answer is wrong.,আপনার উত্তর ভুল।
2249,Accidents will happen.,দুর্ঘটনা ঘটবেই।
2250,All three were killed.,তিনজনেই নিহত হয়েছেন।
2251,Any child can do that.,যে কোনো শিশুই ওটা করতে পারে।
2252,Any child can do that.,যে কোনো বাচ্চাই ওটা করতে পারে।
2253,Are you a taxi driver?,আপনি কি ট্যাক্সি চালক?
2254,Beware of pickpockets.,পকেটমার থেকে সাবধান।
2255,Can you get a day off?,তুমি কে একদিনের ছুটি নিতে পারবে?
2256,Can you get a day off?,আপনি কে একদিনের ছুটি নিতে পারবেন?
2257,Can you wait a minute?,তুমি কি এক মিনিটের জন্য অপেক্ষা করতে পারবে?
2258,Can you wait a minute?,আপনি কি এক মিনিটের জন্য অপেক্ষা করতে পারবেন?
2259,Coffee keeps me awake.,কফি আমাকে জাগিয়ে রাখে।
2260,Do turtles have teeth?,কচ্ছপের কি দাঁত আছে?
2261,Do you have a bicycle?,তোমার কি সাইকেল আছে?
2262,Do you have a bicycle?,আপনার কি সাইকেল আছে?
2263,Do you have a vacancy?,আপনাদের কি ঘর খালি আছে?
2264,Do you need a deposit?,কোনো টাকা জমা রাখতে হবে কি?
2265,Do you understand now?,আপনি কি এখন বুঝতে পারছেন?
2266,Do you understand now?,তুমি কি এখন বুঝতে পারছো?
2267,Don't delude yourself.,নিজেকে বিভ্রান্ত কোরো না।
2268,Don't delude yourself.,নিজেকে বিভ্রান্ত করবেন না।
2269,Don't you forget that.,ওটা একদম ভুলবে না।
2270,Don't you forget that.,ওটা একদম ভুলবেন না।
2271,Don't you have a bike?,তোমার কি বাইক নেই?
2272,Don't you have a bike?,আপনার কি বাইক নেই?
2273,Eat anything you like.,তোমাদের যা কিছু পছন্দ হয় তাই খাও।
2274,Eat anything you like.,তোমার যা কিছু পছন্দ হয় তাই খাও।
2275,Eat anything you like.,আপনাদের যা কিছু পছন্দ হয় তাই খান।
2276,Eat anything you like.,আপনার যা কিছু পছন্দ হয় তাই খান।
2277,Eat whatever you like.,আপনার যা পছন্দ হয় তাই খান।
2278,Eat whatever you like.,আপনাদের যা পছন্দ হয় তাই খান।
2279,Eat whatever you like.,তোমার যা পছন্দ হয় তাই খাও।
2280,Eat whatever you like.,তোমাদের যা পছন্দ হয় তাই খাও।
2281,Eat whatever you want.,আপনার যা চাই তাই খান।
2282,Eat whatever you want.,আপনাদের যা চাই তাই খান।
